Id,cluster_infomap,cluster_fast_greedy,cluster_label_prop,cluster_eigenvec,cluster_leiden,cluster_multilevel,cluster_walktrap,subgraph_id
0xaa14c41fd6cb09b84b8096e3dd52430816c14b63,27,18,0,295,48,11,0,0.0
0x6fd159151b79cb478e6d95ce994126280b77874b,27,18,0,295,49,11,0,0.0
0xaf93fcce0548d3124a5fc3045adaf1dde4e8bf7e,19,2,0,293,50,5,0,0.0
0xaae8c50d76c76fb8947c9a203103d28b55862977,28,6,0,300,51,1,0,0.0
0x01c2e7b1de06da53bd0ec82fdb59e5767b8c6da1,29,4,0,292,52,2,0,0.0
0xec6d36a487d85cf562b7b8464ce8dc60637362ac,7,4,0,292,53,1,0,0.0
0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,30,0,0,303,54,12,0,0.0
0x84c920595cde2841a719fe5aa8be5166d8e7c6da,30,1,0,292,55,12,0,0.0
0x19f23312627e560ea0199345782528686f1f3968,31,0,0,292,56,13,0,0.0
0xcf6165e56c3383978f6eaaf58b314af41569c0f0,32,4,0,292,57,1,0,0.0
0xb6be4de7f37bae20085d830a28982be8ad19052b,33,4,0,292,58,1,0,0.0
0x449c69df8487c9faf14d0b798f142ee128cd4fc8,34,0,0,294,59,1,0,0.0
0x3d0ad943a22172fa0ced3a1ce04d027557a5c85e,35,0,0,0,60,1,0,0.0
0x6611fe71c233e4e7510b2795c242c9a57790b376,36,0,0,294,61,2,0,0.0
0x1f5a39931bfcf3ed01fd2d33febb1aa385e26a0c,37,4,0,292,62,4,0,0.0
0xca4a5ba3650b6eecb99e33f81659036c5f7794e7,38,4,0,292,63,1,0,0.0
0x82b1f29c5608238df2618f996827933c0d844079,39,4,0,292,64,1,0,0.0
0x7d705d99f08677ad095fac43ea20300b5e40fcd5,40,4,0,292,65,1,0,0.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,7,4,0,292,66,1,0,0.0
0x1c051112075feaee33bcdbe0984c2bb0db53cf47,41,0,0,0,67,14,0,0.0
0x97db27c92bc776079f57bf26533111abc81af7ca,34,0,0,300,68,14,0,0.0
0x6ec30fd91a504aad948839b985c7263888b2ad68,42,0,0,303,69,9,0,0.0
0xcc7c335f3365ae3f7e4e8c9535dc92780a4add9d,43,0,0,0,70,14,0,0.0
0xabf16c810371709d71b49d06cc6f27d786d0213e,33,4,0,292,71,1,0,0.0
0x01a45f7fbf7453092e49b6db137568f9cfab8ead,44,4,0,292,72,1,0,0.0
0x35937462a74d3c64b173a755a40c916e912a8eb5,45,7,0,292,73,13,0,0.0
0x63a9dbce75413036b2b778e670aabd4493aaf9f3,7,4,0,292,74,1,0,0.0
0x3a844195fefd2dd02ba61f5a2de45a95bba0cb5a,7,4,0,292,75,1,0,0.0
0x5b098b00621eda6a96b7a476220661ad265f083f,2,4,0,292,76,2,0,0.0
0x6f3c65efd216084f83c52159383ca55cd11a3d2a,46,102,1,1,77,15,126,14.0
0x5482751d658100a13ed4935847f80a6e907b057d,46,102,1,1,78,15,126,14.0
0xfb9a278919af28649c5d7ace62f59d7c9355bdeb,47,1,0,292,79,6,0,0.0
0xc9a3fcd6753b82938b08ef3961314eb1dae5261e,47,1,0,292,80,6,0,0.0
0x327b5d89d54863d932d8cff1fa6e924e9c830ad7,48,1,0,292,81,1,0,0.0
0x3e17fac953de2cd729b0ace7f6d4353387717e9e,48,4,0,292,82,1,0,0.0
0x81ed842efe46e0f18ac820c6d57299d5348e47ba,48,4,0,292,83,1,0,0.0
0xab96b9c1737488af6cc16cfaffc07cfdbe686c1a,48,4,0,292,84,1,0,0.0
0x3042887f97821ec36be64d2677efd2e943a4cb0f,49,4,0,296,85,7,0,0.0
0x65b435425e7928c594997f38681b542234be91d3,50,4,0,292,86,1,0,0.0
0x5f7190b7943858b7bdd24f069241612091c6a986,2,4,0,292,87,1,0,0.0
0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,51,1,0,294,88,16,0,0.0
0x944f9f9b31f4de729b60e2c0b89de7cbdd5ac878,52,5,0,294,89,17,0,0.0
0x5ed4e5f82e39f5f50512fd8c02593e698f28eb7c,52,12,0,0,90,17,0,0.0
0x972e633f5f6f62d1f2a13977f113941fcb3b606b,11,4,0,292,91,1,0,0.0
0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67,11,4,0,292,92,1,0,0.0
0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,53,2,0,301,93,5,0,0.0
0xd80f31afcadd8cf3b2ccfaa0407c4c04c5e76971,53,2,0,301,94,5,0,0.0
0x0d2cb89f8637bde06086c7a8a90af48e8fb072d3,54,90,2,2,95,18,106,15.0
0xe268cb6fd77c8da5de71e04b3493fcb527fdba83,54,90,2,2,96,18,106,15.0
0x254459b53c747e96d8a8a0f4d52ac054559f817d,55,9,0,301,97,5,0,0.0
0xf5c1d55e94726962b4b517c949120c42d646e455,56,9,0,297,98,5,0,0.0
0x50664ede715e131f584d3e7eaabd7818bb20a068,57,0,0,301,99,19,0,0.0
0x8f3daa2f2fcdedb93dda893371fd4f075086a959,58,0,0,301,100,7,0,0.0
0x8b4eac05ccbea90d93904c2ef15e63e9de8e1672,58,0,0,301,101,7,0,0.0
0x65ba9466798399ebe43ef1dd8dcdf35f69ec186a,23,1,0,292,102,10,0,0.0
0xd6d7ea4833f22edbed3dbd3d71adf3cdd8e36a01,23,1,0,292,103,10,0,0.0
0x5b331eb6df00b5765894f88e54d2a87128188ec7,36,4,0,292,104,6,0,0.0
0xa2af28e6dda77dddd89eb43a1e8d31e9d323f67a,1,4,0,292,105,1,0,0.0
0xb40dac2f71aba8ec669f74796b447c9602f0f095,1,4,0,292,106,1,0,0.0
0x5154dceeadd948111678616de0394a4544e3abe4,1,4,0,292,107,1,0,0.0
0x8e662143178bb8c797620a3a61f34a71832475b0,7,4,0,292,108,1,0,0.0
0x5e1d178fd65534060c61283b1abfe070e87513fd,59,4,0,292,109,1,0,0.0
0x408061525222a6671c337e425a64105eca6a689a,7,4,0,292,110,1,0,0.0
0x968b61557a99b23e62be4adb77d26d7f21a4cca5,7,4,0,292,111,1,0,0.0
0xcc81b4631c4b321421267c1d4b43e7b2d7c52a23,7,4,0,292,112,1,0,0.0
0x303052148a78a692d7aa89bad454f3e91785488d,7,4,0,292,113,1,0,0.0
0xc7437fd227b321ea62411be4341761dd68d0b6ad,60,2,0,301,114,3,0,0.0
0xcce3d3bab0199de9a23dd1c16488a6064b7f8dae,60,2,0,301,115,3,0,0.0
0xadc229c0dbec4af386ac7b96920369f9770ee6e0,60,4,0,292,116,3,0,0.0
0x0503ed50534614193fcd085c5de01728a4824822,61,4,0,292,117,3,0,0.0
0x6e30a40a23509d334134fb412f4d89b870e07103,43,0,0,0,118,14,0,0.0
0xf40b3d16ae26262db9b19e0ec80d8a490c40bdcb,62,4,0,297,119,1,0,0.0
0x3689df917b622d8c35e01577bde8198b7e79b83d,63,0,0,292,120,3,0,0.0
0xddfdcb21c935e8432a559cf689c83695b27a4177,63,0,0,292,121,3,0,0.0
0xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686,64,4,0,292,122,12,0,0.0
0x7760e0243ca9baa630412865df7b39afba42ff0f,2,4,0,292,123,2,0,0.0
0x289d953cf25d51abbc825faac3c260c10eda72cf,2,4,0,292,124,2,0,0.0
0x023ef73d4c6de80dd3e52b8aae579b8f0e5cbeb4,65,0,0,0,125,0,0,0.0
0xe1d29d0a39962a9a8d2a297ebe82e166f8b8ec18,66,0,0,0,126,19,0,0.0
0xc24f574d6853f6f6a31c19d468a8c1b3f31c0e54,67,4,0,292,127,1,0,0.0
0xfad116147b0616dd6743a93a6ad8da807da766cd,68,3,0,312,128,9,0,0.0
0xb5e6acc6cbb5d712a96fcc7a8fe25a69f10ecf4c,68,3,0,312,129,9,0,0.0
0x992529ceeac50fd23f368d2372309d496f342889,68,3,0,301,130,5,0,0.0
0x850cae094ce34c564327818631287a75d3cee6ca,69,0,0,306,131,5,0,0.0
0xaa614b72022094a74efbf29f3f86d173c8364c5e,69,5,0,306,132,5,0,0.0
0xdde8df9a7dc9f68bdac815f493d1d731de911b5a,70,5,0,306,133,5,0,0.0
0x58164b2d74c45f06cde451fc307092d55ebe5730,2,4,0,292,134,2,0,0.0
0xe113e7b1e8ecd07973ea40978aed520241d17f27,71,4,0,292,135,10,0,0.0
0x7aadcc0ccf292dedb7deb8d58a0fcf6b957f4322,71,4,0,292,136,10,0,0.0
0x7c00c9f0e7aed440c0c730a9bd9ee4f49de20d5c,72,11,0,299,137,17,0,0.0
0x0553de51e7fa7658f0517e573d79eebbb59852f2,7,4,0,292,138,1,0,0.0
0xa29f402bdf4a58eee18aea40f264dc4922f06ed7,73,116,3,3,139,20,64,16.0
0x77a193d34a533feefda978b5a6ae7e586913069e,73,116,3,3,140,20,64,16.0
0x51ec5e1b8b3c4c6bae49619e657f94c4ad577b45,7,4,0,292,141,1,0,0.0
0xabf107de3e01c7c257e64e0a18d60a733aad395d,24,0,0,294,142,0,0,0.0
0x01ec738293d4fa32d99374a4519b450f4db2ba54,74,13,0,310,143,13,0,0.0
0x334560fcfdec3fabfe8bed1bcd83ffba5b91d3fb,75,4,0,292,144,1,0,0.0
0x7b1d4f3602f0fe16c4f611e124d3d7b307245ba8,75,4,0,292,145,1,0,0.0
0xb89c2f6bb674bd6aace2a1e274d40e6dc4775b15,76,6,0,292,146,14,0,0.0
0x23170777466de6046ff42bd5abcf525077e3ce27,7,4,0,292,147,1,0,0.0
0x677d38a181084373deb4ea4c16bfb39f59c6d72b,9,3,0,297,148,0,0,0.0
0xb155c548a1e7bc338d3504b29048bef07b33accc,30,0,0,302,149,3,0,0.0
0x8788eaf04a9769b7b849dd5af77e0ac9bc783a80,49,0,0,292,150,3,0,0.0
0xee3766e4f996dc0e0f8c929954eaafef3441de87,49,4,0,292,151,3,0,0.0
0x574a3fee7898adc5cc1a47f659b82d75cba47a6c,77,0,0,303,152,19,0,0.0
0x64d49aa7485de5f17e107339cfc5e1686ab8cf78,78,0,0,294,153,19,0,0.0
0xbc6c3321aedb3ce478d84e1b2d97fd2b6debd426,79,11,0,302,154,19,0,0.0
0x50c946cb9757d6de490099c0ec185a0dfe29974b,79,11,0,292,155,19,0,0.0
0xa34d2deb99da3bc49d9c55a1625ba44a553d487e,79,0,0,297,156,0,0,0.0
0x3be89b64e1437bb18da2d26bcbe9bd3daaadfc26,80,0,0,297,157,8,0,0.0
0xd4fa6e82c77716fa1ef7f5defc5fd6eeefbd3bff,81,2,0,301,158,9,0,0.0
0x92041c816fa960e2352f49ac118771307c416a17,82,1,0,295,159,1,0,0.0
0x1dd533820c1ac3080a59f2b0b3990e7674fb4603,82,4,0,292,160,1,0,0.0
0x00b278dd68f9d8491795ffaf771120638bef1686,83,2,0,298,161,14,0,0.0
0x78f0269f5b1ca914c8c58993f41181f89e212b27,50,4,0,292,162,1,0,0.0
0xf3016b7608acfbec9df4ae1ead36bb5f1bad4ff4,84,0,0,294,163,7,0,0.0
0x65ba4f92d7dfa813ddbd849d9faf38a723dd9b12,85,0,0,294,164,10,0,0.0
0x3dae9a20e39430f4d0c3e4467457c4adc3be054d,86,0,0,294,165,7,0,0.0
0x5b54ca8d759f04b932d4ea5b35bf10ce0b4c6b12,87,2,0,306,166,0,0,0.0
0x1d28a703ab06bcef8666e4692fe63188b6fcbca2,87,2,0,306,167,0,0,0.0
0x27073cd0d709d89c391af9767595d91c78ed43a7,78,0,0,297,168,11,0,0.0
0x82a046dfab6c0dd8efdeec0fdac3a00918b35050,78,0,0,297,169,11,0,0.0
0xdc7b5db4ff464f172a4870b1b91834b51ba2b6c2,88,2,0,301,170,5,0,0.0
0x0120b4134354d7e885685a23e7606ccaf7d0b2b4,88,2,0,301,171,5,0,0.0
0x87073f14222c2435ef08f9109b4914ad8c9ceee2,89,0,0,303,172,9,0,0.0
0xcffc336e6d019c1af58257a0b10bf2146a3f42a4,90,0,0,294,173,2,0,0.0
0xd27e3f4f2c3576ecff31bbd113c71ca2e8f374e8,91,129,4,4,174,21,129,79.0
0xeb09a1a4d49046fe48b981d111553d5a2b26f074,92,3,0,293,175,9,0,0.0
0xd1afbe4da2a5adc6faf30fcbea9e4eea0ba8c70a,92,3,0,306,176,9,0,0.0
0x3734c5ff3db6378fd4fed019ec6ff347350a17c3,48,9,0,292,177,17,0,0.0
0xf1b65881041243cb07b9a2067014350239af4116,93,4,0,292,178,3,0,0.0
0xc155f9bd6b71e9f71d0236b689ad7c2c5d16febf,93,4,0,292,179,3,0,0.0
0xdc36892c8866ce2f1294790ddd957ae571e9203a,94,6,0,292,180,13,0,0.0
0x51f1d95cc6651537b7c497f4d146e4e9aa92565b,95,4,0,292,181,1,0,0.0
0x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,96,4,0,292,182,3,0,0.0
0x0eb9a7ff5cbf719251989caf1599c1270eafb531,97,4,0,292,183,1,0,0.0
0x682c303ce4c38c275cf23b38656340d6ba322832,2,4,0,292,184,2,0,0.0
0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,98,0,0,292,185,7,0,0.0
0xcf0e9b4746cfb97bae329fe5f696969f6564566a,7,4,0,292,186,1,0,0.0
0xd8d908959b0fdaeb9e5812443841362c6ef6663d,99,130,5,5,187,22,130,80.0
0x8ca440e6e8ad6dbcabec20df94dc19047c614a6c,100,4,0,292,188,10,0,0.0
0x704c978d50590b21e4c2f43eb4da24fe61fcd707,100,4,0,292,189,10,0,0.0
0x8234be55f64ea91960b78357906cf5bebce81f3d,2,4,0,292,190,2,0,0.0
0xb0dafc466871c29662e5cbf4227322c96a8ccbe9,24,0,0,0,191,9,0,0.0
0xa83fa9c834bb5abe25f9c56eb5845b3203df94f2,24,0,0,294,192,9,0,0.0
0x6277a1073dfbe0ea087e0ef8741dce084831e782,101,0,0,302,193,9,0,0.0
0x00ce50f8333b5176c22ac7948993978b2e011cda,102,4,0,292,194,10,0,0.0
0xb1adceddb2941033a090dd166a462fe1c2029484,2,4,0,292,195,2,0,0.0
0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,64,4,0,292,196,12,0,0.0
0x14e0c25b35a0fe5c62bb8eb0c8064e6fae290f8e,7,4,0,292,197,1,0,0.0
0x4b9af5f701bbcdbfd3db04ddfbb6ede767ea9d4c,7,4,0,292,198,1,0,0.0
0x052564eb0fd8b340803df55def89c25c432f43f4,103,8,0,292,199,4,0,0.0
0xd8e80673419acfbf15bf8eb0239cda90f232051f,2,4,0,292,200,2,0,0.0
0xc4145c63fd531abb1fb837f01a98a38756c40e4a,104,4,0,292,201,1,0,0.0
0xb237535c03d2cf80f22405f542e436793ddb1e7f,104,4,0,292,202,1,0,0.0
0x2de7bc9743a3179fd8901e5558fe24388ac7cb33,105,4,0,292,203,1,0,0.0
0x5aaeb9ed7e4a4ab6753141598530a0e8f1a7f48c,105,4,0,292,204,1,0,0.0
0x0d41f957181e584db82d2e316837b2de1738c477,7,4,0,292,205,1,0,0.0
0x274008f15dc24406d8656bafa1c5994e3da1b094,106,0,0,295,206,11,0,0.0
0xb277e254258bd06d6f3112c70fa7c5a61fa58e31,107,9,0,297,207,8,0,0.0
0x8b7a5b22175614ee194e9e02e9fe0a1b5414c75e,107,9,0,297,208,8,0,0.0
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,2,4,0,292,209,2,0,0.0
0xe45df57df7980d8219a5ea811aff949907d0a355,108,7,0,292,210,2,0,0.0
0x7174039818a41e1ae40fdcfa3e293b0f41592af2,2,4,0,292,211,2,0,0.0
0x568cf5a6d27f317a4dd1d69a7f50115491b4c6af,109,4,0,292,212,1,0,0.0
0x7ea6030486fabd4844785c99a13dfd66ca05b386,110,4,0,292,213,1,0,0.0
0xe614065a4ac6d478f141db4595325b537ffa2ea5,111,4,0,292,214,1,0,0.0
0x087173c12ec250a105aaf7cdc57d36958ee8c27d,112,4,0,292,215,6,0,0.0
0xdb25e38a12d03d4a5275c1de61a4631d4b5fcbbb,40,4,0,292,216,1,0,0.0
0xce7a9f981a2a79c79340297edff7bb6b73f71913,113,0,0,312,217,11,0,0.0
0x3cc7859722aeaa7243bb6df0b13bb11959a154a6,113,0,0,312,218,2,0,0.0
0xcbd482af76059e2a5e4a825c4cd5ced9f2dfe286,2,4,0,292,219,2,0,0.0
0x4665591f58492fb56ca41e4b85ea567562f1134f,21,0,0,294,220,7,0,0.0
0x4c969243fc60179b4aca73a361755aaa227f2241,114,4,0,292,221,9,0,0.0
0x33bb361ff578fa67a726a39383d430b09f259fd5,115,1,0,292,222,10,0,0.0
0x13816f65ba8195768e6825eb774fd3c6a05a0ac8,116,1,0,292,223,10,0,0.0
0x530afa101bed324809d0738d45b38a669314ff54,7,4,0,292,224,1,0,0.0
0x582fa78399f03501802beff5b2ea2d0612c9a9e5,117,131,6,6,225,23,131,81.0
0xbd3a6660309fb9e0129b9b777a9ccb9c2869dc,2,4,0,292,226,2,0,0.0
0x728f2548559e2aacae8b6b01fc39ff72771ff8be,118,1,0,292,227,7,0,0.0
0xccc003f10b7278d86fbe56f5c40d1feb4d2b9e40,118,1,0,292,228,7,0,0.0
0x503ed50534614193fcd085c5de01728a4824822,119,4,0,292,229,12,0,0.0
0x8bb18f1eeb8d170f4edfe2c5d008986171b4e572,1,4,0,292,230,24,0,0.0
0x7252b4ed5bb3fe6cdeb501bb65a7a24eb056a09a,1,4,0,299,231,24,0,0.0
0x1aff1e0f1d5f76f92145a278d8c31af9ade783dd,100,4,0,292,232,1,0,0.0
0xc45532c436458e980a22951b3050c82a79709f69,120,2,0,302,233,7,0,0.0
0x20d5a37486b4fca7739fe20f54a6c4fdb95d0fad,120,2,0,302,234,7,0,0.0
0x6bf36c9597c5d48ebab8487a844bc11be68ff059,121,132,7,7,235,25,132,82.0
0xf21e5f7b79fdc4e5695c7349eafd5bd5981c68b7,122,133,8,8,236,26,133,83.0
0xc77fa6c05b4e472feee7c0f9b20e70c5bf33a99b,123,0,0,293,237,14,0,0.0
0xe664f5127293233c7c9cd90f19a73f31e0897d16,123,0,0,306,238,14,0,0.0
0xcf63e1c31805254b6fb3ed7829206c2b2505e3a7,123,0,0,306,239,14,0,0.0
0x374c7c6b94901adf2d4534a96d70e1adad749a03,20,0,0,0,240,0,0,0.0
0xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,124,2,0,302,241,17,0,0.0
0x1774918d659938bba8bdadd422ef3c8ee56302ea,125,4,0,292,242,1,0,0.0
0x7f3560773c01cea9320fa3ee6227ef706add4669,23,4,0,292,243,1,0,0.0
0x7fc4ad90afac24a39c9decab37f8fd52da363684,89,0,0,301,244,0,0,0.0
0xbdc21fae769d7f5469993d8e83b465495d88cfc0,126,1,0,312,245,0,0,0.0
0xae7721babd433e07ee107411719afa3a39738b81,116,1,0,298,246,10,0,0.0
0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f,93,4,0,292,247,3,0,0.0
0xbf6ccf49cc2874f01916d747a8fe97f14a082be0,94,4,0,292,248,1,0,0.0
0xda81a57188006feac8711b046b28a79ea202e999,127,4,0,292,249,1,0,0.0
0xef3d9ddf59f3622a04753c61e6c4d596e7fc610d,7,4,0,292,250,1,0,0.0
0xa06ad2e0339375124d255f1fab201964ef707e18,128,1,0,295,251,17,0,0.0
0x6301add4fb128de9778b8651a2a9278b86761423,129,4,0,292,252,2,0,0.0
0xcaf6fd54fb74c95b28f5e94952ca21b46e4071cc,7,4,0,292,253,1,0,0.0
0xbcdb2b89e3e5ab5bdae85f41da91f1778807702c,2,4,0,292,254,1,0,0.0
0x42e62e421bedf2469826879ec1a0574d7d3cca26,7,4,0,292,255,1,0,0.0
0xf983557ec70fbf1a4b1e247af7bf10247e9b69c4,130,4,0,292,256,3,0,0.0
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,130,4,0,292,257,3,0,0.0
0x80be646c17ae7a4a2a40cf08642e0d1020653eb9,131,0,0,301,258,0,0,0.0
0xc40df87e16339f21fbb2e59fb38bf2a957a16ffd,131,0,0,301,259,0,0,0.0
0x287b1574aff39811c0b38fa24aafa7f0dfc1dbd1,132,4,0,292,260,2,0,0.0
0x22160e8a944e4f4f8aced15f54b265bfd12854e2,2,4,0,292,261,2,0,0.0
0x28784d9a5052ba0b559d457bfdf05c24d7598ed7,2,4,0,292,262,2,0,0.0
0xf605c6c3caa1606afad60cfef1d37f76721640d7,133,2,0,313,263,8,0,0.0
0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b,120,2,0,302,264,7,0,0.0
0x16e648667b6bb4c7e572f5cf71874f7dd047da8d,134,0,0,294,265,0,0,0.0
0x2c07681e81b5f98c615cd2dd807a1b141982914d,134,0,0,294,266,0,0,0.0
0x4affe16d35143db85027c05d97f56ebdc668347e,135,0,0,306,267,5,0,0.0
0xbfa35d6f9971837b960e920321100c3e21a8c7cc,25,1,0,292,268,10,0,0.0
0xc2f87f88df0f2c602a9a7dc2e89cecdb9790d972,7,4,0,292,269,1,0,0.0
0x070360c5b5f61bd72a7418490bf57f6d9d4a45e1,53,2,0,301,270,5,0,0.0
0x899241b0c41051313ce36271a7e13d54c94877a1,30,0,0,312,271,19,0,0.0
0x3f13f597f80c65055251cdfc63b292df8e042cf9,136,0,0,294,272,8,0,0.0
0x88c50035b55cbc584a1b7db517e11e2d24a2e4ba,137,0,0,294,273,19,0,0.0
0x351896e85b8ffb6276785fd82c9f0d521a7d1777,138,0,0,299,274,16,0,0.0
0x0d77946d201ee95d272c21b3b3588e419df95586,138,0,0,292,275,16,0,0.0
0xfccb96245ece8c0c0ba80992a5719cba1e2f504f,129,4,0,292,276,2,0,0.0
0x81745b7339d5067e82b93ca6bbad125f214525d3,135,0,0,306,277,5,0,0.0
0x8a41d7b415b176a6d47a87098d666a4830c9bfa0,139,2,0,301,278,5,0,0.0
0x1cc6dde2e2ee21f89a8719ee87a5bcd5c74310db,139,2,0,301,279,5,0,0.0
0x07cde58672343e8a9103856c9ef40e676af03d96,53,2,0,301,280,5,0,0.0
0x1e36a5979c613f52f8cb956638b07602c7e7e1f7,11,4,0,292,281,1,0,0.0
0xb32b4350c25141e779d392c1dbe857b62b60b4c9,140,1,0,299,282,0,40,0.0
0xf271fa205a08811e109010d0c447f00da01b4c9f,140,1,0,299,283,0,40,0.0
0x0a1036b0a30f2902195693369117c230a4830e15,140,1,0,0,284,0,0,0.0
0xf7c88920e5cf7dd0725172c6f05dcb867b56825d,141,1,0,292,285,3,0,0.0
0x6f4a2d3a4f47f9c647d86c929755593911ee91ec,142,1,0,295,286,11,0,0.0
0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,108,7,0,292,287,2,0,0.0
0xdee19f2692a45654ff92c611ed8ed101fee0ddd8,12,8,0,299,288,14,0,0.0
0x1fdf89dd0eba85603cbde7f9f5ce5d830ffc7643,12,8,0,299,289,14,0,0.0
0xf7121277a5bc680394481c6921421b87db377574,12,8,0,312,290,14,0,0.0
0xcab00f021cdd7e45767a51dd82ac5dbcef1e8775,143,113,9,9,291,27,103,17.0
0x30ba81f1c18d280636f32af80b9aad02cf0854e,143,113,9,9,292,27,103,17.0
